Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
10	0			LAST_MAINTAIN_THRUST=0 Segment Left Lower Leg out of range	TargetAngle=-8.00 -7.00 -6.00
10	0			Segment Left Lower Leg out of range	TargetAngle=-8.00 -7.00 -6.00
20	10	Ang	TargetIdx=-1		3.01
20	10	Vel	Zero=6 Min=0 Max=100	1		-0.08
20	10	Accel	Thrust=-1 (0)	0			0.02	-0.03
20	10			Inc: V=Y V<MinV T=Y A=N
30	20	Ang	TargetIdx=-1		2.97
30	20	Vel	Zero=-1 Min=0 Max=86	1		-0.17
30	20	Accel	Thrust=-2 (0)	1			-0.09	-0.06
30	20			Inc: V=Y V<MinV T=Y A=Y A<MaxA
40	30	Ang	TargetIdx=-1		2.66
40	30	Vel	Zero=1 Min=0 Max=100	1		-0.01
40	30	Accel	Thrust=-3 (0)	0			0.16	0.03
40	30			Inc: V=Y V<MinV T=Y A=N
50	40	Ang	TargetIdx=-1		2.98
50	40	Vel	Zero=1	0		0.06
50	40	Accel	Thrust=-4 (0)	0			0.08	0.05
50	40			Inc: V=N A=N T=Y
60	50	Ang	TargetIdx=-1		3.54
60	50	Vel	Zero=-1 Min=0 Max=30	1		-0.20
60	50	Accel	Thrust=-5 (0)	1			-0.27	-0.01
60	50			Dec: V=Y V<MinV T=Y A=Y A>MaxA
70	60	Ang	TargetIdx=-1		3.51
70	60	Vel	Zero=-1 Min=0 Max=72	1		-0.31
70	60	Accel	Thrust=-4 (0)	1			-0.11	-0.10
70	60			Dec: V=Y V<MinV T=Y A=Y A>MaxA
80	70	Ang	TargetIdx=-1		3.02
80	70	Vel	Zero=-1	0		0.48
80	70	Accel	Thrust=-3 (0)	0			0.79	0.14
80	70			Inc: V=N A=N T=Y
90	80	Ang	TargetIdx=-1		2.94
90	80	Vel	Zero=1	0		0.10
90	80	Accel	Thrust=-4 (0)	1			-0.37	0.10
100	90	Ang	TargetIdx=-1		3.15
100	90	Vel	Zero=-1 Min=0 Max=10	1		-0.64
100	90	Accel	Thrust=-4 (0)	1			-0.74	-0.11
100	90			Dec: V=Y V<MinV T=Y A=Y A>MaxA
110	100	Ang	TargetIdx=-1		3.16
110	100	Vel	Zero=83 Min=0 Max=100	1		-0.63
110	100	Accel	Thrust=-3 (0)	0			0.01	-0.37
110	100			Inc: V=Y V<MinV T=Y A=N
120	110	Ang	TargetIdx=-1		3.80
120	110	Vel	Zero=-1 Min=0 Max=80	1		-0.72
120	110	Accel	Thrust=-4 (0)	1			-0.09	-0.27
120	110			Inc: V=Y V<MinV T=Y A=Y A<MaxA
130	120	Ang	TargetIdx=-1		4.17
130	120	Vel	Zero=3 Min=0 Max=100	1		-0.51
130	120	Accel	Thrust=-5 (0)	0			0.21	0.04
130	120			Inc: V=Y V<MinV T=Y A=N
140	130	Ang	TargetIdx=-1		4.06
140	130	Vel	Zero=-1 Min=0 Max=100	1		-0.54
140	130	Accel	Thrust=-5 (0)	1			-0.03	0.03
140	130			Inc: V=Y V<MinV T=Y A=Y A<MaxA
150	140	Ang	TargetIdx=-1		4.00
150	140	Vel	Zero=3 Min=0 Max=100	1		-0.39
150	140	Accel	Thrust=-5 (0)	0			0.15	0.11
150	140			Inc: V=Y V<MinV T=Y A=N
160	150	Ang	TargetIdx=-1		4.47
160	150	Vel	Zero=-1 Min=0 Max=83	1		-0.48
160	150	Accel	Thrust=-5 (0)	1			-0.09	0.01
160	150			Inc: V=Y V<MinV T=Y A=Y A<MaxA
170	160	Ang	TargetIdx=-1		3.80
170	160	Vel	Zero=4 Min=0 Max=100	1		-0.36
170	160	Accel	Thrust=-5 (0)	0			0.11	0.06
170	160			Inc: V=Y V<MinV T=Y A=N
180	170	Ang	TargetIdx=-1		3.93
180	170	Vel	Zero=-1 Min=0 Max=100	1		-0.43
180	170	Accel	Thrust=-5 (0)	1			-0.06	-0.01
180	170			Inc: V=Y V<MinV T=Y A=Y A<MaxA
190	180	Ang	TargetIdx=-1		4.66
190	180	Vel	Zero=11 Min=0 Max=100	1		-0.39
190	180	Accel	Thrust=-5 (0)	0			0.04	0.03
190	180			Inc: V=Y V<MinV T=Y A=N
200	190	Ang	TargetIdx=-1		3.99
200	190	Vel	Zero=-1 Min=0 Max=100	1		-0.42
200	190	Accel	Thrust=-5 (0)	1			-0.03	-0.02
200	190			Inc: V=Y V<MinV T=Y A=Y A<MaxA
210	200	Ang	TargetIdx=-1		4.11
210	200	Vel	Zero=-1 Min=0 Max=17	1		-0.85
210	200	Accel	Thrust=-5 (0)	1			-0.44	-0.14
210	200			Dec: V=Y V<MinV T=Y A=Y A>MaxA
220	210	Ang	TargetIdx=-1		4.33
220	210	Vel	Zero=2 Min=0 Max=100	1		-0.53
220	210	Accel	Thrust=-4 (0)	0			0.32	-0.05
220	210			Inc: V=Y V<MinV T=Y A=N
230	220	Ang	TargetIdx=-1		4.32
230	220	Vel	Zero=-1 Min=0 Max=11	1		-1.17
230	220	Accel	Thrust=-5 (0)	1			-0.63	-0.25
230	220			Dec: V=Y V<MinV T=Y A=Y A>MaxA
240	230	Ang	TargetIdx=-1		4.31
240	230	Vel	Zero=-1 Min=0 Max=10	1		-1.79
240	230	Accel	Thrust=-4 (0)	1			-0.63	-0.31
240	230			Dec: V=Y V<MinV T=Y A=Y A>MaxA
250	240	Ang	TargetIdx=-1		4.29
250	240	Vel	Zero=3 Min=0 Max=100	1		-1.31
250	240	Accel	Thrust=-3 (0)	0			0.48	-0.26
250	240			Inc: V=Y V<MinV T=Y A=N
260	250	Ang	TargetIdx=-1		4.28
260	250	Vel	Zero=-1 Min=0 Max=29	1		-1.54
260	250	Accel	Thrust=-4 (0)	1			-0.23	-0.12
