Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
3670	0	Ang	TargetIdx=57		0.48
3670	0	Vel	Zero=-1 Min=100 Max=0	1		13.35
3670	0	Accel	Thrust=0 (0)	1			1.19	0.40
3670	0			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3680	10	Ang	TargetIdx=48		0.63
3680	10	Vel	Zero=-1 Min=100 Max=0	1		15.39
3680	10	Accel	Thrust=-1 (0)	1			2.04	1.08
3680	10			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3690	20	Ang	TargetIdx=62		0.75
3690	20	Vel	Zero=4 Min=3 Max=0	1		11.84
3690	20	Accel	Thrust=-2 (0)	0			-3.55	-0.11
3700	30	Ang	TargetIdx=68		0.85
3700	30	Vel	Zero=9 Min=8 Max=0	1		10.63
3700	30	Accel	Thrust=-2 (0)	0			-1.21	-0.91
3710	40	Ang	TargetIdx=67		0.96
3710	40	Vel	Zero=-1 Min=100 Max=0	1		10.55
3710	40	Accel	Thrust=-2 (0)	0			-0.08	-1.61
3720	50	Ang	TargetIdx=62		1.07
3720	50	Vel	Zero=-1 Min=100 Max=0	1		11.28
3720	50	Accel	Thrust=-2 (0)	1			0.73	-0.19
3720	50			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3730	60	Ang	TargetIdx=42		1.23
3730	60	Vel	Zero=-1 Min=100 Max=0	1		16.18
3730	60	Accel	Thrust=-2 (0)	1			4.90	1.85
3730	60			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3740	70	Ang	TargetIdx=44		1.38
3740	70	Vel	Zero=14 Min=12 Max=0	1		15.07
3740	70	Accel	Thrust=-2 (0)	0			-1.11	1.51
3750	80	Ang	TargetIdx=47		1.52
3750	80	Vel	Zero=13 Min=11 Max=0	1		13.94
3750	80	Accel	Thrust=-2 (0)	0			-1.13	0.89
3760	90	Ang	TargetIdx=44		1.67
3760	90	Vel	Zero=-1 Min=100 Max=0	1		14.57
3760	90	Accel	Thrust=-2 (0)	1			0.63	-0.54
3760	90			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3770	100	Ang	TargetIdx=48		1.80
3770	100	Vel	Zero=9 Min=8 Max=0	1		13.06
3770	100	Accel	Thrust=-2 (0)	0			-1.51	-0.67
3780	110	Ang	TargetIdx=34		1.98
3780	110	Vel	Zero=-1 Min=100 Max=0	1		17.82
3780	110	Accel	Thrust=-2 (0)	1			4.76	1.29
3780	110			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3790	120	Ang	TargetIdx=42		2.12
3790	120	Vel	Zero=4 Min=4 Max=0	1		14.17
3790	120	Accel	Thrust=-2 (0)	0			-3.65	-0.13
3800	130	Ang	TargetIdx=37		2.28
3800	130	Vel	Zero=-1 Min=100 Max=0	1		15.70
3800	130	Accel	Thrust=-2 (0)	1			1.53	0.88
3800	130			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3810	140	Ang	TargetIdx=30		2.46
3810	140	Vel	Zero=-1 Min=100 Max=0	1		18.69
3810	140	Accel	Thrust=-2 (0)	1			2.99	0.29
3810	140			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3820	150	Ang	TargetIdx=27		2.66
3820	150	Vel	Zero=-1 Min=100 Max=0	1		20.09
3820	150	Accel	Thrust=-2 (0)	1			1.40	1.97
3820	150			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=0
3830	160	Ang	TargetIdx=12		3.10
3830	160	Vel	Zero=-1 Min=100 Max=0	1		43.38
3830	160	Accel	Thrust=-2 (0)	1			23.29	9.23
3830	160			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3840	170	Ang	TargetIdx=30		3.26
3840	170	Vel	Zero=1 Min=1 Max=0	1		15.98
3840	170	Accel	Thrust=-2 (0)	0			-27.40	-0.90
3850	180	Ang	TargetIdx=33		3.40
3850	180	Vel	Zero=9 Min=7 Max=0	1		14.22
3850	180	Accel	Thrust=-2 (0)	0			-1.76	-1.95
3860	190	Ang	TargetIdx=24		3.59
3860	190	Vel	Zero=-1 Min=100 Max=0	1		18.61
3860	190	Accel	Thrust=-2 (0)	1			4.38	-8.26
3860	190			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3870	200	Ang	TargetIdx=21		3.80
3870	200	Vel	Zero=-1 Min=100 Max=0	1		20.83
3870	200	Accel	Thrust=-2 (0)	1			2.22	1.62
3870	200			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3880	210	Ang	TargetIdx=19		4.01
3880	210	Vel	Zero=-1 Min=100 Max=0	1		21.39
3880	210	Accel	Thrust=-2 (0)	1			0.56	2.39
3880	210			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3890	220	Ang	TargetIdx=14		4.28
3890	220	Vel	Zero=-1 Min=100 Max=0	1		27.26
3890	220	Accel	Thrust=-2 (0)	1			5.86	2.88
3890	220			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3900	230	Ang	TargetIdx=11		4.60
3900	230	Vel	Zero=-1 Min=100 Max=0	1		32.09
3900	230	Accel	Thrust=-2 (0)	1			4.84	3.76
3900	230			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3910	240	Ang	TargetIdx=9		4.96
3910	240	Vel	Zero=-1 Min=100 Max=0	1		35.85
3910	240	Accel	Thrust=-2 (0)	1			3.76	4.82
3910	240			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3920	250	Ang	TargetIdx=8		5.31
3920	250	Vel	Zero=31 Min=29 Max=0	1		34.72
3920	250	Accel	Thrust=-2 (0)	0			-1.13	2.49
3920	250			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3930	260	Ang	TargetIdx=8		5.64
3930	260	Vel	Zero=27 Min=25 Max=0	1		33.45
3930	260	Accel	Thrust=-2 (0)	0			-1.27	0.45
3930	260			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3940	270	Ang	TargetIdx=6		5.99
3940	270	Vel	Zero=-1 Min=100 Max=0	1		35.20
3940	270	Accel	Thrust=-2 (0)	1			1.75	-0.22
3940	270			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3950	280	Ang	TargetIdx=6		6.31
3950	280	Vel	Zero=8 Min=8 Max=0	1		31.13
3950	280	Accel	Thrust=-2 (0)	0			-4.08	-1.20
3950	280			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3960	290	Ang	TargetIdx=7		6.54
3960	290	Vel	Zero=3 Min=3 Max=0	1		23.32
3960	290	Accel	Thrust=-2 (0)	0			-7.80	-3.38
3960	290			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3970	300	Ang	TargetIdx=4		6.84
3970	300	Vel	Zero=-1 Min=100 Max=0	1		29.64
3970	300	Accel	Thrust=-2 (0)	1			6.31	-1.85
3970	300			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3980	310	Ang	TargetIdx=4		-1.62
3980	310	Vel	Zero=-1 Min=100 Max=0	1		44.18
3980	310	Accel	Thrust=-2 (0)	1			12.21	3.57
3980	310			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
3990	320	Ang	TargetIdx=3		-1.16
3990	320	Vel	Zero=-1 Min=100 Max=0	1		46.16
3990	320	Accel	Thrust=-1 (0)	1			1.98	6.83
3990	320			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
