Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
2180	0	Ang	TargetIdx=47		1.25
2180	0	Vel	Zero=-1 Min=100 Max=0	1		14.64
2180	0	Accel	Thrust=5 (0)	1			0.65	0.22
2180	0			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=1
2190	10	Ang	TargetIdx=51		1.38
2190	10	Vel	Zero=9 Min=8 Max=0	1		13.14
2190	10	Accel	Thrust=4 (0)	0			-1.50	-0.28
2200	20	Ang	TargetIdx=44		1.53
2200	20	Vel	Zero=-1 Min=100 Max=0	1		14.89
2200	20	Accel	Thrust=4 (0)	1			1.75	0.30
2200	20			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=1
2210	30	Ang	TargetIdx=36		1.71
2210	30	Vel	Zero=-1 Min=100 Max=0	1		17.64
2210	30	Accel	Thrust=3 (0)	1			2.75	1.00
2210	30			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=1
2220	40	Ang	TargetIdx=34		1.89
2220	40	Vel	Zero=-1 Min=100 Max=0	1		18.41
2220	40	Accel	Thrust=2 (0)	1			0.77	1.76
2220	40			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=1
2230	50	Ang	TargetIdx=27		2.12
2230	50	Vel	Zero=-1 Min=100 Max=0	1		22.43
2230	50	Accel	Thrust=1 (0)	1			4.02	2.51
2230	50			Dec: Targ<100 Zero>100 V=Y A=Y V>Min Need=3 ThrDirCrt=1
2240	60	Ang	TargetIdx=26		2.34
2240	60	Vel	Zero=68 Min=62 Max=0	1		22.10
2240	60	Accel	Thrust=0 (0)	0			-0.33	1.49
2250	70	Ang	TargetIdx=27		2.54
2250	70	Vel	Zero=13 Min=12 Max=0	1		20.52
2250	70	Accel	Thrust=0 (0)	0			-1.59	0.70
2260	80	Ang	TargetIdx=24		2.76
2260	80	Vel	Zero=-1 Min=100 Max=0	1		21.84
2260	80	Accel	Thrust=0 (0)	1			1.32	-0.20
2260	80			BRAKE Thrust=0 or reverse: Targ<=40 V*5>Targ
2270	90	Ang	TargetIdx=24		2.98
