Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
10	0			LAST_MAINTAIN_THRUST=0 Segment Left Lower Leg out of range	TargetAngle=-8.00 -7.00 -6.00
10	0			Segment Left Lower Leg out of range	TargetAngle=-8.00 -7.00 -6.00
20	10	Ang	TargetIdx=0		2.89
20	10	Vel	Zero=0	0		0.10
20	10	Accel	Thrust=-1 (0)	0			0.11	0.02
20	10			Inc: V=N A=N T=Y
30	20	Ang	TargetIdx=-1		3.03
30	20	Vel	Zero=-1 Min=0 Max=58	1		-0.04
30	20	Accel	Thrust=-2 (0)	1			-0.14	-0.03
30	20			Dec: V=Y V<MinV T=Y A=Y A>MaxA
40	30	Ang	TargetIdx=-1		3.17
40	30	Vel	Zero=-1	0		0.17
40	30	Accel	Thrust=-1 (0)	0			0.21	0.06
40	30			Inc: V=N A=N T=Y
50	40	Ang	TargetIdx=-1		2.98
50	40	Vel	Zero=-1 Min=0 Max=31	1		-0.09
50	40	Accel	Thrust=-2 (0)	1			-0.26	-0.06
50	40			Dec: V=Y V<MinV T=Y A=Y A>MaxA
60	50	Ang	TargetIdx=-1		2.71
60	50	Vel	Zero=-1	0		0.24
60	50	Accel	Thrust=-1 (0)	0			0.33	0.09
60	50			Inc: V=N A=N T=Y
70	60	Ang	TargetIdx=-1		2.79
70	60	Vel	Zero=2	0		0.12
70	60	Accel	Thrust=-2 (0)	1			-0.11	-0.02
80	70	Ang	TargetIdx=-1		3.50
80	70	Vel	Zero=-1 Min=0 Max=34	1		-0.12
80	70	Accel	Thrust=-2 (0)	1			-0.24	-0.01
80	70			Dec: V=Y V<MinV T=Y A=Y A>MaxA
90	80	Ang	TargetIdx=-1		3.99
90	80	Vel	Zero=-1 Min=0 Max=79	1		-0.21
90	80	Accel	Thrust=-1 (0)	1			-0.10	-0.15
