Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
1810	0	Ang	TargetIdx=4		2.79
1810	0	Vel	Zero=-1	0		1.53
1810	0	Accel	Thrust=0 (0)	0			0.40	0.13
1810	0			IncAngDir T=1: V=N A=N T=N
1820	10	Ang	TargetIdx=13		2.79
1820	10	Vel	Zero=49	0		0.83
1820	10	Accel	Thrust=1 (0)	1			-0.70	-0.10
1830	20	Ang	TargetIdx=-1		2.79
1830	20	Vel	Zero=-1 Min=0 Max=34	1		-0.34
1830	20	Accel	Thrust=1 (0)	1			-1.17	-0.49
1830	20			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1840	30	Ang	TargetIdx=-1		2.77
1840	30	Vel	Zero=-1 Min=0 Max=28	1		-1.74
1840	30	Accel	Thrust=2 (0)	1			-1.40	-1.09
1840	30			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1850	40	Ang	TargetIdx=-1		2.74
1850	40	Vel	Zero=-1 Min=0 Max=32	1		-2.91
1850	40	Accel	Thrust=3 (0)	1			-1.17	-1.25
1850	40			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1860	50	Ang	TargetIdx=-1		2.71
1860	50	Vel	Zero=-1 Min=0 Max=45	1		-3.72
1860	50	Accel	Thrust=4 (0)	1			-0.82	-1.13
1860	50			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1870	60	Ang	TargetIdx=-1		2.66
1870	60	Vel	Zero=-1 Min=0 Max=26	1		-5.10
1870	60	Accel	Thrust=5 (0)	1			-1.37	-1.12
1870	60			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1880	70	Ang	TargetIdx=-1		2.60
1880	70	Vel	Zero=-1 Min=0 Max=37	1		-6.02
1880	70	Accel	Thrust=6 (0)	1			-0.92	-1.04
1880	70			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1890	80	Ang	TargetIdx=-1		2.53
1890	80	Vel	Zero=-1 Min=0 Max=100	1		-6.25
1890	80	Accel	Thrust=7 (0)	1			-0.23	-0.84
1890	80			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1900	90	Ang	TargetIdx=-1		2.47
1900	90	Vel	Zero=-1 Min=0 Max=100	1		-6.38
1900	90	Accel	Thrust=8 (0)	1			-0.13	-0.43
1900	90			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1910	100	Ang	TargetIdx=-1		2.41
1910	100	Vel	Zero=12 Min=0 Max=100	1		-5.85
1910	100	Accel	Thrust=9 (0)	0			0.53	0.06
1910	100			Inc: V=Y V<MinV T=Y A=N
1920	110	Ang	TargetIdx=-1		2.35
1920	110	Vel	Zero=-1 Min=0 Max=62	1		-6.40
1920	110	Accel	Thrust=10 (0)	1			-0.55	-0.05
1920	110			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1930	120	Ang	TargetIdx=-1		2.28
1930	120	Vel	Zero=-1 Min=0 Max=100	1		-6.44
1930	120	Accel	Thrust=10 (0)	1			-0.04	-0.02
1930	120			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1940	130	Ang	TargetIdx=98		2.21
1940	130	Vel	Zero=-1 Min=0 Max=35	1		-7.39
1940	130	Accel	Thrust=10 (0)	1			-0.95	-0.51
1940	130			Inc: V=Y V<MinV T=Y A=Y A<MaxA
1950	140	Ang	TargetIdx=90		2.13
1950	140	Vel	Zero=-1 Min=0 Max=59	1		-7.94
