Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	Angle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
10	0			LAST_MAINTAIN_THRUST=0 Segment Left Lower Leg out of range	TargetAngle=-7.00 -6.00 -5.00
10	0			Segment Left Lower Leg out of range	TargetAngle=-7.00 -6.00 -5.00
20	10	Ang	TargetIdx=99		2.91
20	10	Vel	Zero=-1	0		0.07
20	10	Accel	Thrust=-1 (0)	0			0.06	0.05
20	10			Inc: V=N A=N T=Y
30	20	Ang	TargetIdx=-1		3.06
30	20	Vel	Zero=-1 Min=0 Max=35	1		-0.16
30	20	Accel	Thrust=-2 (0)	1			-0.23	-0.03
30	20			Dec: V=Y V<MinV T=Y A=Y A>MaxA
40	30	Ang	TargetIdx=-1		2.92
40	30	Vel	Zero=-1	0		0.09
40	30	Accel	Thrust=-1 (0)	0			0.25	0.03
40	30			Inc: V=N A=N T=Y
50	40	Ang	TargetIdx=-1		4.07
50	40	Vel	Zero=-1	0		0.16
50	40	Accel	Thrust=-2 (0)	0			0.07	0.03
50	40			Inc: V=N A=N T=Y
60	50	Ang	TargetIdx=-1		4.09
60	50	Vel	Zero=-1 Min=0 Max=15	1		-0.38
60	50	Accel	Thrust=-3 (0)	1			-0.54	-0.07
60	50			Dec: V=Y V<MinV T=Y A=Y A>MaxA
70	60	Ang	TargetIdx=-1		3.04
70	60	Vel	Zero=-1 Min=0 Max=45	1		-0.55
70	60	Accel	Thrust=-2 (0)	1			-0.17	-0.21
70	60			Dec: V=Y V<MinV T=Y A=Y A>MaxA
80	70	Ang	TargetIdx=-1		4.23
80	70	Vel	Zero=-1 Min=0 Max=19	1		-0.93
80	70	Accel	Thrust=-1 (0)	1			-0.38	-0.36
80	70			Dec: V=Y V<MinV T=Y A=Y A>MaxA
90	80	Ang	TargetIdx=-1		4.22
90	80	Vel	Zero=-1 Min=0 Max=29	1		-1.17
90	80	Accel	Thrust=0 (0)	1			-0.24	-0.26
90	80			INC BRAKE Dec: V=Y V<MinV T=N A=Y A>MaxA
100	90	Ang	TargetIdx=-1		4.21
100	90	Vel	Zero=-1 Min=0 Max=25	1		-1.44
100	90	Accel	Thrust=1 (0)	1			-0.27	-0.30
100	90			INC BRAKE Dec: V=Y V<MinV T=N A=Y A>MaxA
110	100	Ang	TargetIdx=-1		4.19
110	100	Vel	Zero=-1 Min=0 Max=10	1		-2.04
110	100	Accel	Thrust=2 (0)	1			-0.60	-0.37
110	100			INC BRAKE Dec: V=Y V<MinV T=N A=Y A>MaxA
120	110	Ang	TargetIdx=-1		4.17
120	110	Vel	Zero=2 Min=0 Max=100	1		-1.15
120	110	Accel	Thrust=3 (0)	0			0.89	0.01
120	110			STOP BRAKE & THRUST T=-1: V=Y V<MinV T=N A=N
130	120	Ang	TargetIdx=-1		4.17
130	120	Vel	Zero=1 Min=0 Max=100	1		-0.40
130	120	Accel	Thrust=-1 (0)	0			0.76	0.35
130	120			Inc: V=Y V<MinV T=Y A=N
140	130	Ang	TargetIdx=-1		4.18
140	130	Vel	Zero=1	0		0.97
140	130	Accel	Thrust=-2 (0)	0			1.37	1.01
140	130			Inc: V=N A=N T=Y
150	140	Ang	TargetIdx=-1		4.18
150	140	Vel	Zero=1	0		0.10
150	140	Accel	Thrust=-3 (0)	1			-0.87	0.42
160	150	Ang	TargetIdx=-1		4.18
160	150	Vel	Zero=-1 Min=0 Max=12	1		-0.57
160	150	Accel	Thrust=-3 (0)	1			-0.67	-0.06
160	150			Dec: V=Y V<MinV T=Y A=Y A>MaxA
170	160	Ang	TargetIdx=-1		4.17
170	160	Vel	Zero=-1 Min=0 Max=27	1		-0.83
170	160	Accel	Thrust=-2 (0)	1			-0.27	-0.60
170	160			Dec: V=Y V<MinV T=Y A=Y A>MaxA
180	170	Ang	TargetIdx=-1		4.15
180	170	Vel	Zero=-1 Min=0 Max=13	1		-1.36
180	170	Accel	Thrust=-1 (0)	1			-0.53	-0.49
180	170			Dec: V=Y V<MinV T=Y A=Y A>MaxA
190	180	Ang	TargetIdx=-1		4.14
190	180	Vel	Zero=-1 Min=0 Max=66	1		-1.46
190	180	Accel	Thrust=0 (0)	1			-0.10	-0.30
200	190	Ang	TargetIdx=-1		4.13
200	190	Vel	Zero=23 Min=0 Max=100	1		-1.40
200	190	Accel	Thrust=0 (0)	0			0.06	-0.19
200	190			STOP BRAKE & THRUST T=-1: V=Y V<MinV T=N A=N
