Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	TargetAngle	CurrentAngle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
1710	0			MAINTAINING LAST THRUST (-5) Segment Left Upper Leg out of range	TargetAngle=3.00 3.00 13.00
1710	0			Segment Left Upper Leg out of range	TargetAngle=3.00 3.00 13.00
1720	10	Ang	TargetIdx=15		( 3.0< 3.0<13.0)	0.72
1720	10	Vel	Zero=-1 Min=0 Max=43	1			15.40
1720	10	Accel	Thrust=-5 (0)	1				0.34	0.23
1730	20	Ang	TargetIdx=13		( 3.0< 3.0<13.0)	0.88
1730	20	Vel	Zero=-1 Min=0 Max=12	1			16.60
1730	20	Accel	Thrust=-5 (0)	1				1.20	0.63
1740	30	Ang	TargetIdx=13		( 3.0< 3.0<13.0)	1.04
1740	30	Vel	Zero=12 Min=0 Max=100	1			15.25
1740	30	Accel	Thrust=-5 (0)	0				-1.35	0.06
1750	40	Ang	TargetIdx=11		( 3.0< 3.0<13.0)	1.21
1750	40	Vel	Zero=-1 Min=0 Max=6	1			17.50
1750	40	Accel	Thrust=-5 (0)	1				2.25	0.70
1760	50	Ang	TargetIdx=9		( 3.0< 3.0<13.0)	1.40
1760	50	Vel	Zero=-1 Min=0 Max=10	1			18.70
1760	50	Accel	Thrust=-5 (0)	1				1.20	0.70
1770	60	Ang	TargetIdx=10		( 3.0< 3.0<13.0)	1.55
1770	60	Vel	Zero=6 Min=0 Max=100	1			15.63
1770	60	Accel	Thrust=-5 (0)	0				-3.07	0.13
1780	70	Ang	TargetIdx=9		( 3.0< 3.0<13.0)	1.71
1780	70	Vel	Zero=-1 Min=0 Max=89	1			15.79
1780	70	Accel	Thrust=-5 (0)	1				0.16	-0.57
1790	80	Ang	TargetIdx=7		( 3.0< 3.0<13.0)	1.88
1790	80	Vel	Zero=-1 Min=0 Max=9	1			17.25
1790	80	Accel	Thrust=-5 (0)	1				1.47	-0.48
1800	90	Ang	TargetIdx=5		( 3.0< 3.0<13.0)	2.07
1800	90	Vel	Zero=-1 Min=0 Max=8	1			18.75
1800	90	Accel	Thrust=-5 (0)	1				1.50	1.04
1810	100	Ang	TargetIdx=4		( 3.0< 3.0<13.0)	2.26
1810	100	Vel	Zero=-1 Min=0 Max=100	1			18.78
1810	100	Accel	Thrust=-5 (0)	1				0.03	1.00
1820	110	Ang	TargetIdx=4		( 3.0< 3.0<13.0)	2.41
1820	110	Vel	Zero=5 Min=0 Max=100	1			15.03
1820	110	Accel	Thrust=-5 (0)	0				-3.76	-0.74
1830	120	Ang	TargetIdx=4		( 3.0< 3.0<13.0)	2.55
1830	120	Vel	Zero=13 Min=0 Max=100	1			13.94
1830	120	Accel	Thrust=-5 (0)	0				-1.08	-1.60
1840	130	Ang	TargetIdx=3		( 3.0< 3.0<13.0)	2.67
1840	130	Vel	Zero=10 Min=0 Max=100	1			12.55
1840	130	Accel	Thrust=-5 (0)	0				-1.39	-2.08
1850	140	Ang	TargetIdx=2		( 3.0< 3.0<13.0)	2.81
1850	140	Vel	Zero=-1 Min=0 Max=15	1			13.71
1850	140	Accel	Thrust=-5 (0)	1				1.16	-0.44
1860	150	Ang	TargetIdx=1		( 3.0< 3.0<13.0)	2.99
1860	150	Vel	Zero=-1 Min=0 Max=4	1			17.59
1860	150	Accel	Thrust=-5 (0)	1				3.88	1.22
1870	160			Angle 0 in range1 'Left Upper Leg Z' 'Left Ankle Motor' 3.18 (3.00<3.00<13.00
1870	160	Ang	TargetIdx=10		( 3.0< 3.0<13.0)	3.18
1870	160	Vel	Zero=-1	0			19.08
1870	160	Accel	Thrust=-5 (0)	0				1.49	2.18
1870	160			V=N TVR Seg=3.18 Targ=3.00 Vel=19.08 TVR=0.50 Thrust=-5 IncAngDir=1
